顧客名簿,,,,,,
,,,,,,
得意先ｺｰﾄﾞ,得意先名称１,郵便番号,住所１,住所２,住所３,電話番号
360,ビガ－㈱,916-0001,福井県鯖江市,吉江町12-35-2,,0778-52-9522
362,大堀クリーニング店,950-3126,新潟県新潟市北区,松浜7-24-22,,025-259-4717
363,岡本クリーニング店,822-1101,福岡県田川郡福智町,赤池441-106,,0947-28-2957
364,㈲協栄クリーニング,062-0934,北海道札幌市豊平区,平岸四条4-24,,011-831-2521
366,川俣精練㈱,960-1422,福島県伊達郡川俣町,新中町84,,024-565-2511
367,㈱カネコー,457-0014,愛知県名古屋市南区,呼続3-14-16,,052-822-1805
368,トヨネン㈱,441-8074,愛知県豊橋市,明海町5-77,,0532-23-6655
369,トーア物産㈱,762-0003,香川県坂出市,久米町2-4-28,,0877-46-7019
373,㈱中川衣裳 ビバーチェ,526-0053,滋賀県長浜市,宮前町6-18,,0749-63-0912
374,北陽㈱,911-0032,福井県勝山市,芳野町1-2-7,,0779-88-5600
375,㈱花嫁企画センター,300-3572,茨城県結城郡八千代町,菅谷637-1,,0296-48-1213
376,堀 伸市,955-0071,新潟県三条市,本町2-17-2,,0256-32-1103
377,エベレストクリーニング,121-0053,東京都足立区,佐野2-35-11,,090-2228-1985
378,㈲二木調整店,920-0831,石川県金沢市,東山3-11-7,,076-252-2323
379,ワタベウエディング㈱ 広島北口店,732-0052,広島県広島市東区,光町1-15,広島ｶﾞｰﾃﾞﾝﾊﾟﾚｽ 3F,082-568-9700
380,㈱平安閣,416-0907,静岡県富士市,中島535-4,,0545-64-1122
381,宮崎クリーニング 宮崎敏光,557-0061,大阪府大阪市西成区,北津守4-5-17,,06-6568-4359
382,あさりクリーニング,030-0962,青森県青森市,佃2-8-20,,017-743-3808
383,㈱ヒットユニオン武生,915-0056,福井県越前市,向新保町12-5,,0778-23-5620
384,ブライダル コア伊谷,680-0022,鳥取県鳥取市,西町3-107,,0857-22-4382
385,フジミ機材,379-2154,群馬県前橋市,天川大島町1-16-5,,027-243-3541
386,㈱ジャパン,918-8104,福井県福井市,板垣3-1323,,0776-34-3705
387,㈲張正,640-8067,和歌山県和歌山市,一筋目4,,073-428-0555
388,㈱フレシャン,700-0977,岡山県岡山市北区,問屋町22-102,,086-241-7693
390,㈱富士スクリーン工芸,929-0122,石川県能美市,大浜町ﾗ-82-2,,0761-55-3621
391,ヤマモ･フォーマル,955-0081,新潟県三条市,東裏館2-19-13,,0256-46-8449
392,㈲ホクセン商会,918-8025,福井県福井市,江守中1丁目101,江守ｾﾝﾀｰﾋﾞﾙ205,0776-36-2142
393,ワタベウエディング㈱ 八幡店,523-0891,滋賀県近江八幡市,鷹飼町1481,ﾎﾃﾙﾆｭｰｵｳﾐ衣装室内,0748-32-4111
396,㈲ふじや衣裳店,368-0043,埼玉県秩父市,中町10-6,,0494-23-3456
398,㈱エスクリ,915-0803,福井県越前市,平出2-1-5,,0778-21-1956
399,ビクター商事㈱,466-0046,愛知県名古屋市昭和区,広見町3-42-1,,052-853-3471
400,㈲フジヰ洗染機械,920-0953,石川県金沢市,涌波1-2-7,,076-262-7403
402,㈱七福人,023-0003,岩手県奥州市,水沢佐倉河慶徳44-1,,0197-23-8555
403,㈲ひよしや 本社,780-0822,高知県高知市,はりまや町2-11-20,,088-882-9611
404,㈱林商会,451-0052,愛知県名古屋市西区,栄生2-7-9,,052-551-6127
405,㈱Ａｙｌｉｎａ アイリーナat天草,869-3602,熊本県上天草市,大矢野町上2320-1,,0964-56-1488
406,㈲丸豊,441-1231,愛知県豊川市,一宮町宮前158-1,,0533-93-5123
407,㈱ピアベ－ル,683-0805,鳥取県米子市,西福原728-2,,0859-33-4338
408,桂由美 フランチャイズ岡山,703-8256,岡山県岡山市中区,浜608-1,,086-270-5611
409,㈱服部家具センター,455-0868,愛知県名古屋市港区,南陽町西福田源蔵池56,,052-303-0003
410,日乃出縫工㈱,675-0037,兵庫県加古川市,加古川町本町2-29-1,登録情報要確認,079-422-2481
411,㈲錦屋衣裳店 ベニール錦屋,880-0031,宮崎県宮崎市,船塚2-6-2,,0985-26-1701
412,ピュアフル松山,790-0066,愛媛県松山市,宮田町132,勤労会館内,089-945-6011
413,萩原トップサービス,806-0059,福岡県北九州市八幡西区,萩原1-6-3,,093-641-3997
414,㈱ブライダルハウス チュチュ,064-0801,北海道札幌市中央区,南一条西２８丁目,ｴｽﾃﾗ2F,011-613-0202
415,日の出ドライクリーニング㈱ 本社,116-0001,東京都荒川区,町屋4-20-8,,03-3892-5050
416,㈲竹野クリーニング,640-8392,和歌山県和歌山市,中之島1119,,073-422-6884
417,本田美容室　衣裳室,881-0034,宮崎県西都市,妻町3-1,,0983-43-1746
418,平田クリーニング,933-0878,富山県高岡市,東上関126,南田町駅南口,0766-22-5191
419,㈱白水舎,610-0112,京都府城陽市,長池北清水49-1,,0774-52-0129
420,ブライダルエミ,509-7205,岐阜県恵那市,長島町中野260-5,,0573-26-0657
421,㈲やまもと,671-1203,兵庫県姫路市,勝原区丁501-1,,079-273-7660
422,ブライダルギャラリー,808-0103,福岡県北九州市若松区,二島2-2-12,,093-791-0808
424,㈱フジミドレス,103-0013,東京都中央区,日本橋人形町2-13-9,津田ﾋﾞﾙ4F,
425,㈱ジュノ ヴァレリー＆ディレック,520-0043,滋賀県大津市,中央2丁目1-13,,077-511-2589
426,守口玉姫殿 衣裳部,570-0093,大阪府守口市,浜町1-7-11,,06-6996-3304
427,グランアーモTAMAHIME衣裳部　*閉,530-0014,大阪府大阪市北区,鶴野町4-16,,06-6374-1872
429,㈱丸三,900-0012,沖縄県那覇市,泊1-29-4,,098-943-6440
430,マジカ㈱,541-0056,大阪府大阪市中央区,久太郎町1-9-8,,06-6262-4310
432,丸岡テキスタイル㈱,910-0313,福井県坂井市,丸岡町内田15-6,,0776-66-6060
433,美ツ和商事㈱,923-0004,石川県小松市,長崎町2-116,,0761-23-5566
434,宮越ニット㈱,910-0381,福井県坂井市,丸岡町舟寄91-11,,0776-66-0566
436,ミシマ㈱,451-0062,愛知県名古屋市西区,花の木1-10-21,,052-521-4391
437,丸福染洗工業㈲,933-0866,富山県高岡市,清水町1-6-20,,0766-23-9000
438,㈲千代屋,625-0035,京都府舞鶴市,溝尻1119,,0773-62-2412
439,㈲丸幸,922-0334,石川県加賀市,西島町ﾙ17-1,,07617-7-2828
440,㈱M.C.S,733-0812,広島県広島市西区,己斐本町2-15-20,,082-272-8220
441,㈲ニュースター,355-0033,埼玉県東松山市,山崎町1-29,,0493-24-8636
442,㈲ミッキーのクリーニング,689-0331,鳥取県鳥取市,気高町浜村783-275,,0857-82-0848
444,㈲森山機材,950-0167,新潟県新潟市江南区,五月町2-3-46,,025-382-4907
445,松井編織㈱,910-0152,福井県福井市,古市2-3-16,,0776-56-0622
446,第一クリーニング,372-0842,群馬県伊勢崎市,馬見塚町906-3,,0270-32-0323
447,㈱松屋 R&D,912-0071,福井県大野市,鍬掛20-1-1,,0779-662096
448,ロイヤルネットワーク㈱ 管理部,998-0031,山形県酒田市,浜田1-7-20,,0234-21-1888
450,高島織物㈱,603-8227,京都府京都市北区,紫野北舟岡町20,,075-431-6111
451,㈱藤屋,421-1221,静岡県静岡市葵区,牧ケ谷2092,,054-276-2332
453,㈲森山機料店,911-0033,福井県勝山市,栄町4-3-61,,0779-87-1155
454,㈱モリチクリーニング,040-0052,北海道函館市,大町3-14,,0138-23-0935
456,㈱ミツヤ,910-0108,福井県福井市,山室町69-1,,0776-55-1055
457,メルパルク横浜 購買課,231-0023,神奈川県横浜市中区,山下町16,,045-662-2221
458,㈲浜松資機,435-0042,静岡県浜松市東区,篠ケ瀬町415-1,,053-423-1550
459,皆川紋章店,300-0044,茨城県土浦市,大手町10-15,,029-821-1561
460,㈲マルイチ,506-0006,岐阜県高山市,神田町1-56,,0577-36-0101
461,みやこ衣裳,930-0966,富山県富山市,石金3-5-21,,076-424-1107
462,㈱明和商会,451-0025,愛知県名古屋市西区,上名古屋1-2-6,,052-521-4237
463,㈲マルワパッケージ,710-0834,岡山県倉敷市,笹沖546-4,,086-426-5687
464,㈱真砂,226-0012,神奈川県横浜市緑区,上山3-34-33,,045-933-3005
465,㈱マルセイ,309-1107,茨城県筑西市,門井1722-8,,0296-57-7383
466,まえ川しみぬき店,920-0015,石川県金沢市,諸江町上丁274-16,,076-263-7127
467,ミツダクリーニング店,536-0004,大阪府大阪市城東区,今福西5-10-3,,
468,まえはた貸衣裳,676-0065,兵庫県高砂市,高砂町細工町1377,,079-443-6125
469,明珍クリーニング,918-8001,福井県福井市,つくも2-1-21,,0776-36-2810
470,㈲日研社,354-0041,埼玉県入間郡三芳町,藤久保266-18,,049-259-3660
472,㈲丸栄機料店,940-0225,新潟県長岡市,仲子町2-28,,0258-52-3691
473,宮城第一ホテル 衣裳室,983-0851,宮城県仙台市宮城野区,榴ケ岡1-2-45,,022-297-4417
474,みやび㈱ 横浜,221-0052,神奈川県横浜市神奈川区,栄町2-9,東部ﾖｺﾊﾏﾋﾞﾙB-1,045-453-5661
475,㈲丸東衣裳店,850-0832,長崎県長崎市,油屋町1-33,不二商事,095-823-0660
476,ブライダルサロン,410-0053,静岡県沼津市,寿町5-3,,055-923-8558
477,丸善ドライクリーニング,070-0823,北海道旭川市,緑町15-3020-4,,0166-54-8919
479,ピュアリティまきび 衣裳部,700-0907,岡山県岡山市北区,下石井2-6-41,公立学校共済組合岡山宿泊所,086-232-0511
480,㈲松本商店,699-0501,島根県出雲市,斐川町学頭820,,0853-72-0029
482,丸佐ニット㈱,481-0006,愛知県北名古屋市,熊之庄六の坪78,,0568-22-1719
483,みつむらクリ－ニング,923-0942,石川県小松市,桜木町17,,0761-22-0478
485,メルパルク東京 衣裳室,105-0011,東京都港区,芝公園2-5-20,,03-3433-7210
486,ハートフィールドドレスサロン,411-0903,静岡県駿東郡清水町,堂庭250-1,,055-971-1110
487,㈲むらまつリーベリー,444-0011,愛知県岡崎市,欠町字足延41-1,,0564-26-3323
489,㈲特選貸衣裳 三喜,700-0013,岡山県岡山市北区,伊福町4-1-3,,086-252-5772
490,松本繊維機械店,376-0041,群馬県桐生市,川内町5-297-5,,0277-65-7338
491,クリーニングﾞ工房 T&T,125-0061,東京都葛飾区,亀有1-24-7,,03-5380-9536
494,ミムラセンリョウ㈱,602-8158,京都府京都市上京区,中務町490-102,,075-777-7443
495,㈱宮商,308-0847,茨城県筑西市,玉戸1013-1,,0296-28-2141
496,マルテック㈱,627-0122,京都府京丹後市,弥栄町芋野船岡,,0772-65-3388
497,モード被服㈱,480-0103,愛知県丹羽郡扶桑町,柏森辻田4,,0587-93-2661
498,前口紋上絵店,920-0901,石川県金沢市,彦三町2-10-23,,076-231-4763
499,㈲前田特機,840-0027,佐賀県佐賀市,本庄町本庄1278-2,,0952-26-3942
500,㈱フェリス*2250,392-0012,長野県諏訪市,四賀2218-5,,0266-53-4441
501,㈾山鐡,916-0017,福井県鯖江市,神明町1-1-18,,0778-51-2818
503,㈱やなぎ衣裳店,120-0034,東京都足立区,千住3-34,,03-3881-0489
504,吉田産業㈱,916-0088,福井県鯖江市,川去町4-1,,0778-52-0666
505,㈱横山工芸,918-8051,福井県福井市,桃園2-1-40,,0776-36-6720
506,山田ニット技術サービス,501-3263,岐阜県関市,広見千代ケ丘2378-14,,05752-4-0644
507,㈱福井機工,602-8408,京都府京都市上京区,古美濃部町185,,075-451-2222
508,やすざわ,920-0214,石川県金沢市,三ツ屋町ｲ68-3,,076-239-0700
509,㈱山全商会,454-0011,愛知県名古屋市中川区,山王1-4-13,,052-321-3338
510,横井ミシン㈱,450-0002,愛知県名古屋市中村区,名駅5-23-21,,052-582-6051
511,横山進洋舎,920-0331,石川県金沢市,大野町4ﾘ159,金沢港横,076-267-0645
512,㈱山田修整 福井,918-8024,福井県福井市,舞屋町6-19,,0776-33-3838
513,山瀬 実,927-0433,石川県鳳珠郡能登町,宇出津21,,0768-62-1258
514,山崎重機㈱,326-0044,栃木県足利市,助戸1-666-1,,0284-41-6148
515,米島染色補正店,920-0831,石川県金沢市,東山3-10-5,,076-252-7591
516,吉岡謹染料店,604-8811,京都府京都市中京区,壬生賀陽御所町86-5,,075-812-0505
517,㈱山田修整 大阪,564-0062,大阪府吹田市,垂水町1-13-10,,06-6339-4747
518,マリエ･やしろ㈱ 松江本店,690-0001,島根県松江市,東朝日町150-26,ﾏﾘｴ･ﾇｰﾍﾞﾙ館内,0852-24-4528
519,マリエ･やしろ㈱ 米子店,683-0802,鳥取県米子市,東福原4-22-1,,0859-35-9233
520,ヤギコーポレーション㈱,920-0061,石川県金沢市,問屋町2-80,,076-237-1291
521,山田修整㈲ 東京工場,135-0011,東京都江東区,扇橋2-6-5,,03-3615-3021
522,㈱よしお,668-0045,兵庫県豊岡市,城南町4-11,,079-623-4477
523,山口呉服店,833-0031,福岡県筑後市,山ノ井217,,0942-53-2464
525,㈲ヤマシタクリーニング,798-0081,愛媛県宇和島市,中沢町1-2-34,,0895-22-0808
526,㈱吉野屋,802-0978,福岡県北九州市小倉南区,蒲生335,,093-961-0551
527,与那嶺商事,900-0016,沖縄県那覇市,前島2-17-14,,0988-61-1014
528,㈱山一恒産,920-0975,石川県金沢市,中川除町50-2,,076-261-4748
529,ウペポ･ディー･マジ㈱,601-8326,京都府京都市南区,吉祥院南落合町12,大同ﾏﾙﾀ染工㈱内,075-693-0770
530,㈱ヤナギヤ,257-0031,神奈川県秦野市,曽屋672-2,,0463-83-5808
531,㈲ローズ21,918-8067,福井県福井市,飯塚町7-36,,0776-34-2107
532,㈲苓州屋*閉,857-0032,長崎県佐世保市,宮田町6-15,,0956-24-9700
533,ワタベウエディング㈱ 本社,604-8540,京都府京都市中京区,御池通烏丸東入笹屋町435,京都御池第一生命ﾋﾞﾙ7F,075-352-4111
534,ワタベウエディング㈱,530-0017,大阪府大阪市北区,角田町2-15,ｼﾛｸﾞﾁﾋﾞﾙ6F,06-6373-4111
535,ワタベウエディング㈱,104-0031,東京都中央区,京橋1-1-6,東京ｸﾞﾗﾝﾄﾞﾌﾟﾗｻﾞ,03-5202-4111
539,㈱ワールドユニオン,915-0054,福井県越前市,小野谷町2-30-1,,0778-23-5050
540,ラクナ油脂㈱,350-1170,埼玉県川越市,むさし野39-7,,049-249-7700
543,ロイヤルクリーン㈲,273-0036,千葉県船橋市,東中山2-6-5-616,,047-332-3308
545,和服商事,793-0030,愛媛県西条市,大町1187,,0897-55-8557
547,㈲ローズファッション,910-0063,福井県福井市,灯明寺3-2118,,0776-30-7060
548,㈱リーベマスモト,933-0958,富山県高岡市,波岡65,,0766-22-1958
552,㈲ワイビーフォーマル,020-0015,岩手県盛岡市,本町通2-4-34,,019-654-0008
555,㈱アスピカ ブランピュール,910-0015,福井県福井市,二の宮4-6-16,,0776-25-8900
556,㈱ローズ・サプライ,910-0363,福井県坂井市,丸岡町下安田22-16-3,,0776-67-7744
557,㈲ラブ･ラボ,761-8031,香川県高松市,郷東町587-109,,087-881-0202
558,ロイヤルサービス㈱,141-0032,東京都品川区,大崎3-6-11-512,藤和大崎ｺｰﾌﾟ,03-3493-8187
559,㈱リンク　東京,140-0012,東京都品川区,勝島1-1-1,東京S.C.R B-5F,
561,貸衣裳 石谷,720-0814,広島県福山市,光南町2-2-1,,084-923-1036
563,ワタベウエディング㈱,615-0046,京都府京都市右京区,西院西溝崎町20,,075-322-4110
568,㈲スズキ産業滋賀,520-0112,滋賀県大津市,日吉台4-12-2,,077-579-4664
569,㈲日本海企画,915-0264,福井県越前市,野岡町22-10-1,,0778-43-5517
570,㈱キタジマ,910-0017,福井県福井市,文京1-10-43,,0776-22-0991
571,㈱北日本製作所,919-0504,福井県坂井市,坂井町御油田39-102,,0776-67-6800
572,㈲福井油脂商会,910-0384,福井県坂井市,丸岡町四ツ屋6-11-1,,0776-67-6621
573,野垣マシンサービス,501-6042,岐阜県羽島郡笠松町,八幡町6,,058-387-3008
574,マーティナイジング 城東店,323-0807,栃木県小山市,城東3-1-5,,0285-24-3182
575,マリエ･デ･ワイビー,021-0031,岩手県一関市,青葉1-9-17,,0191-26-0080
576,クリーニングジョイ,206-0812,東京都稲城市,矢野口1766-8,,042-378-9955
577,大山商事㈱,482-0017,愛知県岩倉市,北島町東切30番地1,,0587-66-5893
578,㈲エルエフシ－,376-0601,群馬県桐生市,梅田町1-205-5,,0277-32-1615
579,㈱モードファースト,607-8464,京都府京都市山科区,上花山久保町10-6,宇野ﾋﾞﾙ3F,075-592-3255
580,JAみちのく村山農協尾花沢地区,999-4224,山形県尾花沢市,新町5-7-39,,0237-22-1708
582,㈲さわだ貸衣裳 成田店,286-0048,千葉県成田市,公津の杜1-2-9,FUJIﾋﾞﾙ2F,0476-26-2299
583,㈱田原屋 桐生店,376-0056,群馬県桐生市,宮本町1-12-35,,0277-45-1000
584,㈱カーニバル,603-8413,京都府京都市北区,紫竹東大門町5,,075-491-2422
585,タケダ商店,490-1144,愛知県海部郡大治町,西條平ヶ野87,,052-442-4666
586,シャンテ,460-0003,愛知県名古屋市中区,錦3-401,,052-971-2711
587,㈱ナウエル グランドホクヨウ,992-0012,山形県米沢市,金池2-3-7,,0238-21-5636
588,アイナックス稲本㈱ 名古屋支店,460-0007,愛知県名古屋市中区,新栄2-48-1,,052-262-8671
589,タキヒョ－㈱ QC統括課,460-0002,愛知県名古屋市中区,丸の内2-19-20,,052-202-5919
590,㈲佐々木クリーニング,193-0834,東京都八王子市,東浅川町562-6,,0426-61-0244
593,㈱メルス,210-0833,神奈川県川崎市川崎区,桜本2-32-1,,
594,クリーニングやまうち,518-0752,三重県名張市,蔵持町原出528-10,,0595-62-0890
595,アズマ㈱ 郡山営業所,963-0107,福島県郡山市,安積3-292,,024-945-4111
596,アズマ㈱ 古川営業所,989-6175,宮城県大崎市,古川諏訪2-9-26,,0229-23-6371
597,アズマ㈱ いわき営業所,970-8026,福島県いわき市,平東町9-9,,0246-24-0411
598,アズマ㈱ 横手営業所,013-0008,秋田県横手市,睦成字長坂23,,0182-32-8766
599,アズマ㈱ 能代営業所,016-0179,秋田県能代市,浅内字横道17-1,,0185-54-4550
600,アズマ㈱ 鷹巣営業所,018-3301,秋田県北秋田市,綴子字古関92-2,,018-662-9902
601,アズマ㈱ 弘前営業所,036-8086,青森県弘前市,田園1-1-2,,0172-27-1777
602,㈲双葉,192-0051,東京都八王子市,元本郷町3-5-20,,042-624-5506
603,㈲ディアハート 田能工場,661-0951,兵庫県尼崎市,田能6-2-31,,06-6498-8875
604,㈲クリーニング斉藤,075-0011,北海道芦別市,北一条東1,,01242-2-3176
605,太陽商会,216-0044,神奈川県川崎市宮前区,西野川1-34-1-612,,044-863-9217
606,きものメンテナンス さかもと,917-0072,福井県小浜市,千種2-4-14,,0770-52-1871
607,マシコクリーニング,969-1134,福島県本宮市,本宮上町20-1,,0243-33-2627
